original_id,new_id
36903,220
2866,221
12971,222
45996,223
35330,224
29391,225
38220,226
14145,227
18423,228
969,229
29249,230
13980,231
35045,232
44732,233
15654,234
4658,235
42512,236
37981,237
19707,238
8220,239
35175,240
19796,241
10175,242
23985,243
19898,244
5988,245
17780,246
3697,247
5517,248
14853,249
2220,250
2235,251
44434,252
49939,253
2558,254
46199,255
4793,256
3065,257
25673,258
35213,259
5729,260
32002,261
46794,262
19452,263
46697,264
16531,265
31494,266
35953,267
29408,268
48716,269
31938,270
36643,271
12970,272
26448,273
11401,274
38265,275
3970,276
26755,277
2103,278
21608,279
6796,280
6674,281
24730,282
20832,283
42207,284
12961,285
15356,286
9869,287
18220,288
24571,289
29218,290
39628,291
142,292
40040,293
29416,294
45152,295
16202,296
1941,297
12396,298
30292,299
10018,300
9795,301
3618,302
4039,303
41688,304
25508,305
41812,306
22408,307
23082,308
23975,309
3814,310
44865,311
44206,312
49392,313
36350,314
32878,315
30894,316
30786,317
17359,318
38593,319
27875,320
45035,321
48707,322
34911,323
3343,324
37012,325
12107,326
19612,327
30306,328
14122,329
21964,330
10400,331
30491,332
11856,333
4337,334
677,335
43115,336
27454,337
25704,338
3610,339
49503,340
42655,341
16184,342
26761,343
12422,344
26640,345
14065,346
15858,347
15480,348
22932,349
13932,350
8535,351
34456,352
36604,353
2899,354
13808,355
10648,356
27035,357
23820,358
14196,359
45348,360
34771,361
28531,362
21001,363
11014,364
35158,365
10510,366
29825,367
13081,368
1027,369
47575,370
17534,371
22525,372
44415,373
18057,374
49192,375
15827,376
29077,377
15542,378
14195,379
37287,380
18857,381
4475,382
9475,383
49098,384
15404,385
5737,386
29453,387
19401,388
47601,389
37426,390
38389,391
23434,392
17296,393
18980,394
35704,395
30117,396
13720,397
5477,398
6049,399
2893,400
9559,401
29741,402
18719,403
5722,404
22601,405
7449,406
29375,407
30190,408
11740,409
32300,410
1446,411
20138,412
22903,413
25843,414
9773,415
49834,416
12310,417
35600,418
5997,419
27288,420
18101,421
33237,422
24302,423
34141,424
25440,425
487,426
30110,427
42634,428
19407,429
12834,430
10286,431
11046,432
23229,433
13766,434
9350,435
14726,436
14844,437
43349,438
3094,439
11567,440
26625,441
11320,442
34990,443
11452,444
72,445
26196,446
30567,447
28212,448
49545,449
2246,450
18946,451
27177,452
12592,453
22749,454
22342,455
13660,456
34105,457
19265,458
48333,459
25679,460
34648,461
8554,462
11072,463
34949,464
27293,465
23699,466
14472,467
1242,468
20801,469
45572,470
10090,471
9913,472
2543,473
16713,474
26398,475
36077,476
23196,477
34449,478
28059,479
25714,480
17952,481
2046,482
18594,483
2858,484
24189,485
46470,486
36827,487
41661,488
35679,489
3471,490
2796,491
37816,492
1637,493
22352,494
20948,495
25092,496
5708,497
27628,498
26891,499
31839,500
13096,501
7543,502
34370,503
14595,504
15697,505
26618,506
49444,507
22145,508
47804,509
26922,510
26729,511
25583,512
28369,513
33103,514
30156,515
25544,516
35350,517
30251,518
21495,519
9224,520
35926,521
9306,522
47803,523
21983,524
37026,525
12490,526
37985,527
3837,528
23806,529
40307,530
33665,531
7487,532
9652,533
1503,534
44733,535
37160,536
5459,537
22793,538
18178,539
6713,540
41921,541
44241,542
34283,543
32462,544
32764,545
2594,546
21672,547
44087,548
27093,549
39298,550
4485,551
32432,552
37465,553
23088,554
40189,555
16154,556
36828,557
20924,558
43850,559
6692,560
22892,561
4359,562
2467,563
40910,564
11729,565
1329,566
25447,567
37281,568
2314,569
29670,570
14663,571
32331,572
27691,573
46221,574
19655,575
14769,576
42969,577
16071,578
43702,579
32486,580
44377,581
46378,582
14872,583
46094,584
44792,585
38899,586
45832,587
30120,588
126,589
21022,590
8122,591
48110,592
28300,593
16670,594
45932,595
5357,596
33805,597
26285,598
43701,599
22836,600
44934,601
2479,602
39653,603
36170,604
40638,605
31874,606
13126,607
4860,608
37500,609
39036,610
47763,611
25486,612
7420,613
40908,614
16603,615
16392,616
12847,617
3068,618
29027,619
2573,620
15632,621
3389,622
38847,623
25871,624
42316,625
6946,626
16404,627
10040,628
28107,629
23259,630
17685,631
19289,632
40260,633
7616,634
5564,635
10948,636
3317,637
14476,638
25555,639
31179,640
12674,641
5890,642
38316,643
1463,644
31707,645
18759,646
14130,647
10331,648
34582,649
4102,650
23574,651
22755,652
34239,653
36823,654
25859,655
17313,656
4656,657
38845,658
23672,659
42136,660
1894,661
456,662
17537,663
24259,664
5233,665
40038,666
40141,667
42790,668
49599,669
577,670
49576,671
24693,672
13986,673
46917,674
3439,675
36020,676
21866,677
30410,678
38370,679
14375,680
12091,681
4725,682
49755,683
492,684
8246,685
31207,686
12433,687
47408,688
35090,689
48740,690
17559,691
11481,692
20565,693
10738,694
21354,695
13047,696
24727,697
39808,698
11815,699
129,700
25197,701
19744,702
35287,703
30962,704
11459,705
1772,706
9387,707
30107,708
44490,709
34618,710
26010,711
49890,712
885,713
7908,714
46573,715
48234,716
37828,717
40769,718
33462,719
18597,720
4078,721
25575,722
30039,723
13807,724
10667,725
39243,726
31879,727
21257,728
21488,729
45588,730
10768,731
6501,732
14451,733
8652,734
11857,735
21659,736
12520,737
4448,738
3728,739
5761,740
44925,741
43576,742
20311,743
16651,744
49052,745
1141,746
6760,747
4929,748
994,749
19087,750
30007,751
22862,752
5672,753
18199,754
37556,755
24672,756
1590,757
46148,758
47567,759
45171,760
32526,761
16332,762
1675,763
134,764
24597,765
31694,766
23298,767
14917,768
40863,769
644,770
767,771
4493,772
11393,773
31137,774
20545,775
25431,776
16299,777
13544,778
49449,779
4534,780
7883,781
45246,782
21792,783
7403,784
1812,785
5616,786
21312,787
32600,788
11053,789
28745,790
32039,791
46271,792
37785,793
24750,794
8690,795
27722,796
33962,797
43999,798
11063,799
41483,800
38397,801
32488,802
41809,803
6230,804
42773,805
11410,806
16308,807
21812,808
8586,809
25233,810
36831,811
45385,812
40614,813
37543,814
19491,815
41983,816
41940,817
43080,818
34883,819
34849,820
4719,821
42323,822
21596,823
40295,824
4023,825
42588,826
10990,827
30730,828
42130,829
16394,830
4019,831
24478,832
43818,833
1773,834
14247,835
21141,836
39480,837
28911,838
41400,839
43739,840
48407,841
10472,842
49264,843
4105,844
49719,845
33692,846
26562,847
14698,848
28109,849
14520,850
35254,851
19630,852
44322,853
15860,854
40476,855
28494,856
25150,857
19111,858
41379,859
4884,860
47573,861
33898,862
46327,863
35543,864
15822,865
28405,866
17776,867
32306,868
18843,869
44923,870
42382,871
14921,872
16313,873
11793,874
1004,875
36153,876
44239,877
34444,878
3462,879
13320,880
17354,881
27423,882
43134,883
9959,884
7397,885
19283,886
6563,887
27910,888
2797,889
8974,890
40176,891
25313,892
49766,893
11216,894
22131,895
34522,896
29771,897
49740,898
3534,899
18773,900
39550,901
3570,902
12152,903
43003,904
48335,905
29959,906
27801,907
40615,908
42701,909
28655,910
24635,911
37410,912
38346,913
660,914
30470,915
23395,916
42413,917
21520,918
6893,919
48948,920
28988,921
48889,922
31851,923
15841,924
35386,925
18441,926
49605,927
2370,928
47475,929
39947,930
39210,931
30669,932
22661,933
25334,934
15994,935
15243,936
1204,937
7756,938
33508,939
40804,940
26790,941
19608,942
29118,943
16029,944
39458,945
46851,946
39635,947
2400,948
20942,949
28674,950
31023,951
44373,952
13609,953
7436,954
30163,955
18033,956
43014,957
24628,958
35198,959
24467,960
29491,961
34547,962
3891,963
4951,964
25481,965
46802,966
41937,967
4531,968
31578,969
15914,970
26740,971
718,972
37872,973
34049,974
49094,975
6185,976
22151,977
45067,978
22575,979
14788,980
8212,981
20717,982
35418,983
21809,984
49941,985
4115,986
41514,987
39327,988
30870,989
39506,990
36279,991
23809,992
3577,993
19859,994
24002,995
409,996
16894,997
46468,998
40377,999
49055,1000
11701,1001
45123,1002
29180,1003
38934,1004
42310,1005
40389,1006
48587,1007
11745,1008
176,1009
19970,1010
45569,1011
27272,1012
30426,1013
10981,1014
27959,1015
39603,1016
33382,1017
32722,1018
46115,1019
13474,1020
14463,1021
28785,1022
49508,1023
2958,1024
29849,1025
2699,1026
49083,1027
41702,1028
21115,1029
42075,1030
13627,1031
21872,1032
18602,1033
49735,1034
37348,1035
6518,1036
45031,1037
17370,1038
40400,1039
47081,1040
41846,1041
26993,1042
1826,1043
8934,1044
17417,1045
35113,1046
21845,1047
17876,1048
32143,1049
43364,1050
47436,1051
157,1052
9647,1053
32563,1054
1317,1055
13737,1056
11762,1057
36148,1058
37492,1059
25578,1060
34469,1061
13817,1062
48791,1063
40996,1064
19528,1065
37649,1066
1299,1067
13917,1068
41476,1069
37400,1070
24290,1071
38604,1072
24598,1073
8242,1074
1719,1075
41287,1076
33391,1077
35565,1078
19279,1079
13419,1080
31431,1081
5830,1082
20037,1083
20068,1084
6409,1085
33242,1086
21313,1087
11002,1088
4415,1089
7157,1090
35459,1091
16176,1092
10960,1093
39945,1094
29241,1095
38571,1096
48458,1097
47473,1098
12684,1099
4478,1100
2296,1101
7816,1102
2906,1103
42570,1104
16054,1105
48816,1106
12509,1107
36142,1108
28772,1109
4213,1110
27682,1111
19095,1112
26557,1113
26326,1114
21594,1115
36499,1116
46259,1117
40035,1118
21690,1119
10560,1120
48665,1121
21632,1122
16555,1123
23373,1124
29166,1125
11688,1126
13411,1127
25888,1128
27980,1129
45707,1130
6951,1131
47328,1132
26747,1133
38988,1134
27760,1135
38686,1136
49571,1137
42026,1138
8314,1139
10545,1140
37880,1141
32877,1142
1841,1143
29430,1144
20333,1145
2849,1146
10986,1147
12760,1148
228,1149
5623,1150
16872,1151
40078,1152
9371,1153
13878,1154
20289,1155
47433,1156
39661,1157
44338,1158
39164,1159
36261,1160
46570,1161
49943,1162
24029,1163
16808,1164
15503,1165
17712,1166
17343,1167
19475,1168
31095,1169
67,1170
38643,1171
22378,1172
10078,1173
38227,1174
8812,1175
36064,1176
44774,1177
29951,1178
914,1179
24807,1180
15743,1181
31925,1182
34457,1183
46772,1184
18376,1185
48065,1186
3386,1187
44143,1188
11595,1189
46223,1190
15389,1191
9914,1192
47746,1193
17320,1194
44960,1195
22554,1196
18519,1197
2720,1198
33020,1199
16447,1200
11514,1201
29233,1202
26080,1203
46799,1204
21889,1205
39100,1206
18607,1207
38021,1208
40233,1209
33353,1210
39259,1211
46708,1212
889,1213
45370,1214
10625,1215
18865,1216
10271,1217
6985,1218
9494,1219
12359,1220
4650,1221
42084,1222
28250,1223
6041,1224
28217,1225
29686,1226
6802,1227
8990,1228
1482,1229
46726,1230
32370,1231
38734,1232
40748,1233
49286,1234
24226,1235
49813,1236
18777,1237
27220,1238
11972,1239
35199,1240
6733,1241
32557,1242
15105,1243
33037,1244
8524,1245
41559,1246
14448,1247
7943,1248
25783,1249
38810,1250
21914,1251
39434,1252
22487,1253
25263,1254
869,1255
13549,1256
13755,1257
49820,1258
46061,1259
29999,1260
9485,1261
15324,1262
16420,1263
49616,1264
27858,1265
19399,1266
42523,1267
1435,1268
48222,1269
40776,1270
48306,1271
9550,1272
24291,1273
32151,1274
19320,1275
40414,1276
37332,1277
4369,1278
13583,1279
8429,1280
12273,1281
9906,1282
44420,1283
10015,1284
47791,1285
32655,1286
15843,1287
22998,1288
45636,1289
36357,1290
39664,1291
6299,1292
41750,1293
28318,1294
34509,1295
46962,1296
25080,1297
42102,1298
27824,1299
42019,1300
758,1301
43588,1302
28393,1303
19584,1304
17755,1305
8673,1306
11763,1307
1647,1308
37765,1309
32744,1310
20453,1311
10527,1312
5129,1313
40016,1314
40459,1315
39580,1316
712,1317
28628,1318
9740,1319
19822,1320
20399,1321
4479,1322
233,1323
22398,1324
43105,1325
19359,1326
37034,1327
34597,1328
46123,1329
11535,1330
39812,1331
40401,1332
17452,1333
24139,1334
11156,1335
44220,1336
29649,1337
22787,1338
5429,1339
10766,1340
30877,1341
4312,1342
35638,1343
28032,1344
7029,1345
27441,1346
42320,1347
15478,1348
40617,1349
32490,1350
2903,1351
421,1352
26334,1353
778,1354
917,1355
10965,1356
22417,1357
16346,1358
2632,1359
16538,1360
18799,1361
39292,1362
23422,1363
26502,1364
14,1365
11495,1366
5444,1367
38937,1368
3992,1369
13668,1370
42015,1371
1781,1372
21171,1373
3823,1374
7220,1375
45704,1376
2499,1377
39090,1378
25535,1379
34127,1380
28544,1381
22694,1382
36445,1383
40075,1384
42246,1385
35634,1386
18685,1387
32983,1388
18108,1389
22644,1390
30750,1391
24225,1392
105,1393
29808,1394
35971,1395
32431,1396
20155,1397
18830,1398
26288,1399
16743,1400
25576,1401
16177,1402
9940,1403
33640,1404
26906,1405
19464,1406
21501,1407
35988,1408
44292,1409
46442,1410
28614,1411
5391,1412
45639,1413
21657,1414
41435,1415
21367,1416
35217,1417
38145,1418
29369,1419
15556,1420
13240,1421
18674,1422
17380,1423
25894,1424
47975,1425
25387,1426
47792,1427
37587,1428
23335,1429
21966,1430
49901,1431
19396,1432
3802,1433
27890,1434
41120,1435
44129,1436
19275,1437
49478,1438
9423,1439
8672,1440
45407,1441
43473,1442
34146,1443
18525,1444
9063,1445
35573,1446
9904,1447
44119,1448
38874,1449
44296,1450
23405,1451
44340,1452
35101,1453
12979,1454
36423,1455
30204,1456
47013,1457
43348,1458
28406,1459
20380,1460
30926,1461
36546,1462
43076,1463
42654,1464
9836,1465
16391,1466
15685,1467
19511,1468
29133,1469
34961,1470
32103,1471
26131,1472
21396,1473
32046,1474
45755,1475
44232,1476
32594,1477
33028,1478
4161,1479
39642,1480
41020,1481
51,1482
21364,1483
17967,1484
10446,1485
42370,1486
31606,1487
43292,1488
36522,1489
2966,1490
49166,1491
10893,1492
44703,1493
6286,1494
49655,1495
34917,1496
171,1497
21965,1498
16458,1499
21016,1500
35710,1501
17661,1502
23646,1503
8349,1504
28597,1505
6231,1506
32372,1507
16793,1508
22076,1509
16874,1510
33417,1511
45046,1512
49600,1513
18844,1514
27068,1515
31270,1516
14030,1517
34425,1518
41649,1519
18359,1520
997,1521
46226,1522
34329,1523
49895,1524
30041,1525
5347,1526
24237,1527
23485,1528
21385,1529
32583,1530
49220,1531
17707,1532
38362,1533
706,1534
18962,1535
42538,1536
29629,1537
27352,1538
40749,1539
40044,1540
7915,1541
13515,1542
4880,1543
16958,1544
27614,1545
29518,1546
29672,1547
16518,1548
7768,1549
32371,1550
29196,1551
33093,1552
1882,1553
17939,1554
31225,1555
47415,1556
32778,1557
47683,1558
23622,1559
18999,1560
20288,1561
22630,1562
47010,1563
38307,1564
8545,1565
21624,1566
48567,1567
38334,1568
38082,1569
45459,1570
34465,1571
23702,1572
13717,1573
42549,1574
18129,1575
10754,1576
24821,1577
25830,1578
11589,1579
11070,1580
13973,1581
34103,1582
34330,1583
22514,1584
6132,1585
20666,1586
32097,1587
42827,1588
22917,1589
9885,1590
47123,1591
21306,1592
36065,1593
34441,1594
30885,1595
7575,1596
28601,1597
37737,1598
1391,1599
16800,1600
21449,1601
37201,1602
3324,1603
40036,1604
5137,1605
31985,1606
37106,1607
10855,1608
25817,1609
14341,1610
14123,1611
12245,1612
36188,1613
37000,1614
33801,1615
20358,1616
15326,1617
42384,1618
46371,1619
49610,1620
26142,1621
46384,1622
32141,1623
28051,1624
31020,1625
9661,1626
18064,1627
3059,1628
32691,1629
16306,1630
30655,1631
24260,1632
27763,1633
42961,1634
41144,1635
720,1636
30872,1637
28732,1638
13394,1639
27184,1640
39530,1641
2702,1642
31406,1643
26870,1644
48831,1645
825,1646
26369,1647
41374,1648
1726,1649
18700,1650
16002,1651
29620,1652
36168,1653
49564,1654
38982,1655
48321,1656
46535,1657
17391,1658
16628,1659
41229,1660
22080,1661
49371,1662
43650,1663
21245,1664
4652,1665
13154,1666
14327,1667
21907,1668
5111,1669
32856,1670
30981,1671
44846,1672
29637,1673
24257,1674
49114,1675
2998,1676
49144,1677
6963,1678
39891,1679
12271,1680
16300,1681
31628,1682
11666,1683
30411,1684
36959,1685
15044,1686
43927,1687
16179,1688
15267,1689
615,1690
27749,1691
28990,1692
19763,1693
45094,1694
19581,1695
31473,1696
13893,1697
3111,1698
20661,1699
20980,1700
48477,1701
1430,1702
45866,1703
14228,1704
32510,1705
28046,1706
1710,1707
47084,1708
27969,1709
40950,1710
31129,1711
44313,1712
4233,1713
2210,1714
30091,1715
38432,1716
4686,1717
45390,1718
33886,1719
39982,1720
4989,1721
22567,1722
31321,1723
34128,1724
13463,1725
37837,1726
14530,1727
34464,1728
47272,1729
31779,1730
36083,1731
15775,1732
4351,1733
25268,1734
7296,1735
19928,1736
43944,1737
48098,1738
42710,1739
41771,1740
7695,1741
33264,1742
44435,1743
15249,1744
42418,1745
18737,1746
39192,1747
23394,1748
6537,1749
48385,1750
7164,1751
23067,1752
12594,1753
35233,1754
48558,1755
40265,1756
39876,1757
21684,1758
45052,1759
39745,1760
33436,1761
2240,1762
6530,1763
10133,1764
28118,1765
14073,1766
49796,1767
8937,1768
17439,1769
37384,1770
23553,1771
37498,1772
2680,1773
44847,1774
38289,1775
19205,1776
36210,1777
22065,1778
5259,1779
19578,1780
46253,1781
1266,1782
26184,1783
27316,1784
3993,1785
45053,1786
21565,1787
11719,1788
11183,1789
47285,1790
17440,1791
3223,1792
23606,1793
42722,1794
36989,1795
5221,1796
46098,1797
1512,1798
29642,1799
9750,1800
31556,1801
30075,1802
40798,1803
19973,1804
11813,1805
31255,1806
46616,1807
44316,1808
29205,1809
49029,1810
33128,1811
41387,1812
3072,1813
28725,1814
17210,1815
7837,1816
46056,1817
16588,1818
8853,1819
21186,1820
11912,1821
31144,1822
43731,1823
3580,1824
22288,1825
4751,1826
25781,1827
26214,1828
44356,1829
33319,1830
27175,1831
38262,1832
37952,1833
13246,1834
7424,1835
36455,1836
46801,1837
2341,1838
8943,1839
17349,1840
46604,1841
29850,1842
13291,1843
35311,1844
29692,1845
18452,1846
44395,1847
35439,1848
16479,1849
40011,1850
24404,1851
2307,1852
26268,1853
41610,1854
12,1855
26025,1856
14652,1857
9542,1858
49117,1859
42892,1860
35831,1861
29357,1862
2897,1863
224,1864
29977,1865
4540,1866
33959,1867
33851,1868
26666,1869
30413,1870
10412,1871
24150,1872
47571,1873
36026,1874
10376,1875
19762,1876
48630,1877
39256,1878
19106,1879
15238,1880
11416,1881
40962,1882
8363,1883
16267,1884
10470,1885
78,1886
31490,1887
38615,1888
26060,1889
11680,1890
16255,1891
30713,1892
35798,1893
3705,1894
16492,1895
6326,1896
19548,1897
20896,1898
4707,1899
44817,1900
9937,1901
47577,1902
18252,1903
2917,1904
17524,1905
14846,1906
10129,1907
26545,1908
41206,1909
28050,1910
41561,1911
41984,1912
6872,1913
3718,1914
35912,1915
18973,1916
18027,1917
49924,1918
6704,1919
16889,1920
36273,1921
692,1922
34802,1923
25929,1924
49748,1925
25164,1926
34323,1927
47891,1928
19311,1929
40830,1930
18443,1931
46702,1932
5264,1933
9452,1934
7282,1935
39033,1936
31298,1937
36364,1938
33106,1939
34304,1940
30277,1941
27663,1942
3637,1943
7838,1944
46328,1945
22412,1946
27595,1947
48173,1948
108,1949
21072,1950
9473,1951
2118,1952
49961,1953
32626,1954
10616,1955
8119,1956
44773,1957
46224,1958
31571,1959
36067,1960
36918,1961
39909,1962
46490,1963
36985,1964
36527,1965
37168,1966
345,1967
34986,1968
47914,1969
30440,1970
49668,1971
21915,1972
11699,1973
32517,1974
19228,1975
4061,1976
39954,1977
23883,1978
13500,1979
29277,1980
36152,1981
18049,1982
35973,1983
24883,1984
35657,1985
12950,1986
45549,1987
31750,1988
49119,1989
15465,1990
6775,1991
48429,1992
36447,1993
24938,1994
6656,1995
416,1996
13029,1997
5162,1998
15885,1999
28663,2000
42763,2001
7962,2002
36338,2003
26782,2004
38096,2005
1701,2006
9404,2007
6774,2008
38989,2009
30963,2010
34537,2011
35257,2012
16829,2013
34096,2014
9723,2015
4947,2016
45006,2017
48227,2018
14398,2019
27981,2020
28737,2021
41861,2022
36090,2023
36307,2024
20391,2025
42112,2026
39674,2027
31826,2028
34703,2029
5019,2030
21402,2031
36052,2032
26631,2033
3190,2034
41094,2035
12377,2036
37241,2037
33235,2038
45320,2039
35149,2040
44246,2041
559,2042
40532,2043
36463,2044
24451,2045
38835,2046
39162,2047
15844,2048
38036,2049
2882,2050
8462,2051
4620,2052
26944,2053
42681,2054
31601,2055
3924,2056
16417,2057
32453,2058
18144,2059
31787,2060
24529,2061
5050,2062
34785,2063
37619,2064
10374,2065
28001,2066
324,2067
17730,2068
1347,2069
5200,2070
16853,2071
27089,2072
39072,2073
49945,2074
3771,2075
5297,2076
32362,2077
12743,2078
24063,2079
37395,2080
41652,2081
43138,2082
42406,2083
47984,2084
6615,2085
44790,2086
26921,2087
36683,2088
27233,2089
15518,2090
17017,2091
36747,2092
17578,2093
8134,2094
7969,2095
18642,2096
38232,2097
41357,2098
13006,2099
36742,2100
14669,2101
2516,2102
43425,2103
3947,2104
37897,2105
21652,2106
27744,2107
14286,2108
4360,2109
31695,2110
42128,2111
2806,2112
37068,2113
33877,2114
4570,2115
45281,2116
3318,2117
9738,2118
10904,2119
6884,2120
38921,2121
28123,2122
10016,2123
35556,2124
13946,2125
1753,2126
31751,2127
6555,2128
43789,2129
18770,2130
14736,2131
40768,2132
11557,2133
37108,2134
42955,2135
11407,2136
18054,2137
9194,2138
12909,2139
11126,2140
33204,2141
32425,2142
36722,2143
41095,2144
34479,2145
12101,2146
17367,2147
31404,2148
5286,2149
15262,2150
15536,2151
5635,2152
16641,2153
36370,2154
31356,2155
1782,2156
49323,2157
48419,2158
32595,2159
40194,2160
25234,2161
38206,2162
29148,2163
33425,2164
31829,2165
14250,2166
18334,2167
8528,2168
41677,2169
37724,2170
14752,2171
49806,2172
4605,2173
7302,2174
47818,2175
3892,2176
12131,2177
46461,2178
41041,2179
3075,2180
41796,2181
7617,2182
33631,2183
15240,2184
32706,2185
44312,2186
3234,2187
25312,2188
40369,2189
44498,2190
25832,2191
34400,2192
20660,2193
26613,2194
16076,2195
31257,2196
44253,2197
11197,2198
20540,2199
15204,2200
9796,2201
13700,2202
37936,2203
12425,2204
18404,2205
43872,2206
10751,2207
39885,2208
1907,2209
26411,2210
46696,2211
22455,2212
33824,2213
13340,2214
20454,2215
47879,2216
41083,2217
13838,2218
29760,2219
1697,2220
285,2221
35762,2222
42212,2223
1162,2224
23320,2225
36199,2226
34610,2227
1752,2228
21020,2229
25238,2230
29895,2231
30150,2232
8854,2233
34047,2234
33676,2235
30911,2236
3123,2237
46374,2238
22509,2239
45790,2240
38018,2241
49644,2242
26974,2243
36440,2244
17690,2245
3268,2246
15847,2247
6404,2248
28283,2249
17964,2250
8918,2251
45700,2252
46064,2253
2670,2254
47070,2255
20466,2256
12926,2257
17954,2258
9706,2259
34367,2260
33383,2261
28058,2262
19799,2263
1398,2264
46709,2265
49179,2266
15041,2267
36983,2268
6647,2269
23462,2270
8455,2271
3843,2272
41578,2273
13293,2274
16021,2275
35008,2276
20733,2277
29294,2278
6600,2279
37175,2280
1109,2281
1138,2282
12169,2283
39749,2284
27248,2285
297,2286
1702,2287
46217,2288
31016,2289
21699,2290
41341,2291
36771,2292
19281,2293
38707,2294
43569,2295
795,2296
40488,2297
9663,2298
40067,2299
12440,2300
5548,2301
48770,2302
13567,2303
25768,2304
23351,2305
11282,2306
2082,2307
19303,2308
32771,2309
46650,2310
37757,2311
24854,2312
44369,2313
28850,2314
26294,2315
44394,2316
3203,2317
24009,2318
48906,2319
49125,2320
39454,2321
42387,2322
43066,2323
1258,2324
4234,2325
1888,2326
11209,2327
35868,2328
20038,2329
44856,2330
10398,2331
5274,2332
22568,2333
45925,2334
44371,2335
40490,2336
20442,2337
44140,2338
4206,2339
40491,2340
29074,2341
37182,2342
5794,2343
25264,2344
10187,2345
30264,2346
27878,2347
47221,2348
46379,2349
47200,2350
10879,2351
19781,2352
34517,2353
20921,2354
39299,2355
41414,2356
22262,2357
5405,2358
18691,2359
9601,2360
41087,2361
940,2362
40204,2363
38805,2364
31817,2365
27679,2366
45970,2367
43306,2368
417,2369
40082,2370
25420,2371
21803,2372
4077,2373
18884,2374
13060,2375
42714,2376
24039,2377
6251,2378
25383,2379
6823,2380
19912,2381
20532,2382
22919,2383
7443,2384
441,2385
26480,2386
48790,2387
48248,2388
10225,2389
3919,2390
39817,2391
29546,2392
8548,2393
13134,2394
11850,2395
36791,2396
20922,2397
34024,2398
7941,2399
19652,2400
27257,2401
24130,2402
40242,2403
15866,2404
33168,2405
22839,2406
42751,2407
17960,2408
14674,2409
12333,2410
33186,2411
29087,2412
29868,2413
21107,2414
38290,2415
6638,2416
46644,2417
45892,2418
14550,2419
34519,2420
28740,2421
9816,2422
44890,2423
21717,2424
22420,2425
42010,2426
32000,2427
37978,2428
21777,2429
45762,2430
4909,2431
16331,2432
31226,2433
25006,2434
6390,2435
30281,2436
22942,2437
33309,2438
40132,2439
12631,2440
27567,2441
12063,2442
6549,2443
28425,2444
42594,2445
49989,2446
21572,2447
18109,2448
23524,2449
28668,2450
6876,2451
17595,2452
2455,2453
25999,2454
34166,2455
35050,2456
14605,2457
6822,2458
41558,2459
21736,2460
4871,2461
25734,2462
27928,2463
39884,2464
27580,2465
13606,2466
34637,2467
34782,2468
46482,2469
20851,2470
9021,2471
32018,2472
21288,2473
31343,2474
22621,2475
14707,2476
40677,2477
10603,2478
16135,2479
786,2480
34226,2481
41747,2482
1476,2483
13673,2484
48967,2485
33800,2486
16319,2487
20220,2488
18803,2489
41443,2490
28129,2491
10707,2492
40842,2493
40844,2494
7327,2495
22384,2496
43063,2497
40507,2498
42126,2499
32954,2500
16546,2501
39300,2502
30934,2503
3899,2504
17281,2505
47322,2506
