item_id	user_id	timestamp
7	1317	1565201049377
7	89	1568018113141
7	994	1570553834640
7	59	1572914534501
7	747	1573585590024
7	1210	1578964555835
7	907	1587183827970
7	563	1600037454116
7	721	1610803642817
7	845	1617282784969
7	32	1621792922612
7	819	1639361318226
7	447	1644784295742
7	368	1651938383857
7	660	1675737840777
7	87	1676572564703
8	1152	1129863472000
8	1216	1177466849000
8	0	1260591102000
8	683	1263764533000
8	195	1264881562000
8	971	1271057446000
8	267	1286597584000
8	418	1289835075000
8	958	1295213085000
8	1192	1313986239000
8	1091	1317644573000
8	588	1321980241000
8	83	1331824958000
8	926	1343943429000
8	430	1358981968000
8	1374	1362257783000
8	1163	1381110303000
8	775	1384627095000
8	642	1388040821000
8	1368	1397054536000
8	1306	1405719652000
8	636	1408478265000
8	750	1414066895000
8	1138	1417761813000
8	1214	1419726839000
8	1367	1419791381000
8	230	1424821404000
8	699	1425613180000
8	1028	1430610068000
8	611	1431278363000
8	138	1431447153000
8	365	1431902176000
8	1036	1431996406000
8	93	1433570423000
8	752	1434455733000
8	339	1434496364000
8	1267	1435013052000
8	1321	1435601819000
8	634	1435855978000
8	332	1438028852000
8	791	1438233331000
8	1310	1439370305000
8	1124	1444147294000
8	158	1445868772000
8	714	1447449247000
8	450	1448915033000
8	1287	1452284144000
8	1336	1454091307000
8	1263	1456877930000
8	731	1487514597000
8	667	1496234097000
8	1335	1561770002138
9	1	1133999192000
9	906	1180824521000
9	0	1257190191000
9	113	1275739983000
9	439	1303671030000
9	73	1349721897000
9	1019	1364453616000
9	733	1407871386000
9	144	1424475073000
9	215	1424788504000
9	1375	1464751749000
9	749	1487037819000
10	377	1171581748000
10	0	1247853720000
10	646	1420719502000
11	29	1071841499000
11	377	1167432554000
11	0	1246251254000
11	837	1366560968000
12	989	1039822275000
12	0	1219766847000
12	760	1307189118000
12	11	1322370772000
12	28	1331572820000
12	1106	1360560702000
12	113	1389444801000
12	926	1426541587000
13	0	1214419310000
13	29	1229555785000
13	1228	1253824155000
13	1325	1290833358000
13	1234	1355954345000
13	1326	1409146219000
13	1331	1430931123000
13	852	1454042126000
13	346	1521721397905
14	1161	1040353050000
14	1295	1043606292000
14	650	1078849158000
14	0	1190665602000
14	586	1235576727000
14	777	1296295151000
14	996	1314146176000
14	1232	1320433391000
14	766	1424821974000
15	1405	1004247432000
15	1069	1036173050000
15	76	1124684536000
15	0	1190152066000
15	1254	1252935761000
15	1228	1264470470000
15	572	1282764544000
15	1227	1312524072000
15	1290	1355335190000
15	696	1355791649000
15	662	1357121776000
15	931	1429537713000
15	1036	1434240585000
15	238	1524327867881
15	592	1570565040058
16	1410	1014048697000
16	0	1184234382000
16	519	1209846628000
16	1373	1282833871000
16	860	1431225147000
16	839	1435619101000
17	832	1024598185000
17	650	1078631418000
17	0	1175306244000
17	1228	1264472064000
17	30	1407602189000
17	149	1411277742000
18	0	1174763405000
18	45	1217015626000
18	673	1315243988000
18	1199	1363813977000
18	1369	1420419001000
18	783	1440378346000
19	1405	1004246512000
19	1417	1004389980000
19	1410	1026227854000
19	604	1031600783000
19	1295	1054515738000
19	650	1078850297000
19	0	1163620402000
19	567	1170357748000
19	336	1176642356000
19	955	1205985169000
19	1416	1214146906000
19	891	1216697699000
19	1414	1233984400000
19	1228	1253841244000
19	777	1296294831000
19	945	1297293721000
19	171	1311142599000
19	766	1424822094000
19	16	1429324637000
19	1321	1430870542000
19	1335	1519155378109
20	0	1153771169000
20	525	1265018242000
20	547	1283821875000
20	156	1316751827000
20	1017	1359923493000
20	970	1362546718000
20	403	1364140272000
20	988	1367718003000
20	292	1423361394000
20	844	1441116222000
20	50	1461117389000
20	6	1520374456129
21	0	1153770772000
21	1228	1264472275000
21	1220	1286346875000
21	211	1292289260000
21	1358	1438276256000
22	0	1150863584000
22	1151	1168803122000
22	292	1423685778000
23	650	1078630792000
23	1399	1133545976000
23	0	1142485471000
23	1358	1434388537000
23	1135	1444444614000
24	1387	1004128702000
24	1415	1004223313000
24	1	1009706229000
24	629	1026849157000
24	1095	1133920757000
24	0	1137980073000
24	1150	1153519518000
24	966	1236121334000
24	1165	1259313020000
24	919	1274191171000
24	24	1285067067000
24	668	1361585831000
24	156	1372827871000
24	266	1375313339000
24	194	1399086711000
24	779	1405796849000
24	157	1419307969000
24	1187	1455956487000
24	203	1475362980000
25	604	1040416332000
25	0	1135209627000
25	567	1227378637000
25	1175	1258685090000
25	887	1431062765000
26	0	1128178646000
26	519	1184605679000
26	553	1343227638000
26	1176	1343493807000
26	1127	1421621385000
26	564	1441232850000
26	1263	1453670089000
26	1194	1453838113000
26	950	1457791597000
26	757	1464195613000
26	396	1465864047000
26	138	1485260855000
26	112	1493683492000
26	277	1527723547547
26	960	1536975805548
27	0	1127852291000
27	906	1149208626000
27	587	1200820151000
27	668	1610392741072
28	989	1039326808000
28	1252	1039983086000
28	0	1106925002000
28	1289	1145148809000
28	1299	1155599514000
28	985	1202003606000
28	663	1239119457000
28	1365	1252075306000
28	24	1268825454000
28	1332	1283581490000
29	1409	1004135600000
29	629	1026861053000
29	1	1033821727000
29	1132	1046575510000
29	800	1058195055000
29	0	1106068868000
29	1374	1336239158000
29	940	1442238115000
29	1258	1454191220000
29	487	1475717894000
29	846	1671287744305
30	1387	1004127318000
30	628	1006798199000
30	761	1007198011000
30	1381	1019773779000
30	1383	1048872834000
30	1152	1079801688000
30	1337	1094827056000
30	612	1097902788000
30	0	1098998332000
30	849	1132033088000
30	1377	1138837165000
30	1150	1234390357000
30	1228	1253842078000
30	70	1258999251000
30	823	1286108634000
30	631	1286131478000
30	929	1304604954000
30	856	1311107945000
30	297	1345751333000
30	775	1354911988000
30	1386	1355075068000
30	430	1358980087000
30	204	1359236741000
30	83	1360767092000
30	745	1364476337000
30	956	1364827636000
30	412	1365806676000
30	1350	1367775922000
30	885	1369495362000
30	244	1369876347000
30	1154	1370210594000
30	1298	1370715930000
30	48	1371219087000
30	644	1371219841000
30	1160	1372257501000
30	793	1372279205000
30	1179	1373388168000
30	371	1373807451000
30	1217	1374481149000
30	1300	1380164204000
30	626	1382539591000
30	1165	1385965193000
30	1050	1386564124000
30	1012	1387726347000
30	1345	1389141606000
30	168	1390769958000
30	1380	1393145509000
30	755	1393282063000
30	1014	1393676833000
30	156	1394214715000
30	1205	1394679248000
30	846	1398180950000
30	862	1400521615000
30	411	1400762026000
30	32	1402666026000
30	1081	1404092432000
30	688	1405086328000
30	796	1405263874000
30	1306	1405719661000
30	42	1406589792000
30	606	1408912719000
30	944	1409079218000
30	1087	1409195389000
30	185	1410977724000
30	310	1413051009000
30	288	1413236416000
30	1330	1417803446000
30	984	1419949168000
30	828	1420078794000
30	1385	1420142387000
30	184	1421013159000
30	585	1421270988000
30	295	1425776660000
30	874	1426726351000
30	478	1428341923000
30	541	1429791052000
30	1331	1430930647000
30	887	1431065377000
30	860	1431224163000
30	1382	1431455192000
30	673	1431971086000
30	1036	1431995650000
30	886	1433811784000
30	1113	1434027960000
30	1267	1435013062000
30	773	1435343001000
30	791	1438233358000
30	1124	1444147192000
30	1034	1445708681000
30	490	1447440323000
30	450	1448915239000
30	263	1449299932000
30	922	1450020290000
30	1379	1453169868000
30	852	1454081808000
30	1336	1454091328000
30	1139	1454579256000
30	33	1455467312000
30	77	1456671543000
30	878	1457018698000
30	863	1458970154000
30	1023	1459280104000
30	1084	1460661367000
30	72	1472180032000
30	1211	1473627353000
30	123	1473719172000
30	1376	1476904416000
30	36	1480552413000
30	1319	1481556381000
30	652	1482765281000
30	488	1483645508000
30	1335	1484867387000
30	1347	1489156167000
30	982	1489701742000
30	979	1501273883501
30	807	1503606577712
30	1001	1505352038003
30	210	1508785804582
30	535	1516061922094
30	491	1516504930720
30	222	1518329648723
30	343	1520475774577
30	801	1520522019644
30	437	1523101849978
30	238	1524327462099
30	508	1524768103323
30	1272	1529357255547
30	847	1537511963070
30	951	1538943322743
30	1259	1539979301016
30	399	1544093807396
30	560	1547566614130
30	136	1551558008761
30	1107	1553108186912
30	511	1554558821312
30	1283	1554748684864
30	366	1556816885789
30	780	1556908630393
30	1309	1564158679065
30	455	1569575497539
30	1088	1577727735419
30	707	1582665973040
30	1207	1585707297707
30	907	1587183450024
30	916	1597934038587
30	995	1598599591333
30	1378	1599402763877
30	3	1604039183267
30	859	1614195888228
30	754	1667760328569
30	931	1668887931390
31	329	1045712570000
31	0	1098413884000
31	171	1311143094000
31	969	1375582342000
31	860	1396587968000
31	978	1414127824000
31	8	1417520657000
31	766	1422822501000
31	921	1442609376000
31	43	1452431099000
31	1244	1457752463000
31	886	1507317496365
31	879	1512165391912
31	613	1557877799276
32	0	1081177949000
32	958	1231712387000
32	499	1258908021000
32	185	1290472798000
32	168	1390769861000
32	1341	1395151173000
32	606	1399331098000
32	72	1408247996000
32	1112	1502837715385
32	661	1518726446533
32	350	1575749125932
32	494	1594676270066
33	0	1081169558000
33	1228	1264472663000
33	1122	1423865291000
34	1387	1004129305000
34	0	1067873213000
34	612	1107151788000
34	1377	1138836334000
34	430	1358981948000
34	1227	1407493568000
34	766	1424820591000
34	215	1426087740000
34	1201	1427908186000
35	0	1052405979000
35	799	1113025647000
35	525	1279341233000
35	297	1286252803000
35	249	1367353577000
35	919	1433697349000
35	668	1439936598000
35	921	1442608929000
36	868	1315846418000
36	489	1376086666000
36	160	1393253465000
36	687	1420411292000
36	719	1424475304000
36	1268	1437563600000
36	504	1438975201000
36	1223	1443472088000
36	765	1450886184000
36	874	1461637574000
36	635	1464193759000
36	675	1467250167000
36	424	1469216830000
36	28	1471483567000
36	818	1473620438000
36	57	1483483488000
36	1	1486687089000
36	536	1492885755000
36	875	1497819555928
36	1411	1506790346813
36	79	1521672715191
37	844	1438704586000
37	719	1444421903000
37	1	1461193061000
38	508	1387114386000
38	106	1425773590000
38	1	1434933752000
38	399	1555851507076
39	195	1263748690000
39	497	1399671899000
39	811	1418984886000
39	1	1424046624000
39	693	1464135215000
39	956	1471445934000
39	889	1571319377580
39	729	1572051948333
39	236	1594241302237
39	446	1619891671556
40	1	1150570836000
40	1150	1156803150000
40	849	1184607617000
40	376	1215819855000
40	910	1217311563000
40	171	1311142160000
40	156	1316751960000
40	1147	1370565857000
40	117	1390320444000
40	1040	1417896196000
40	1039	1418830370000
40	1049	1422243976000
40	1155	1433014989000
40	765	1438974062000
40	844	1441116247000
40	1287	1452284112000
40	1244	1457752547000
40	233	1476837833000
40	579	1478109347000
41	1415	1004223906000
41	629	1026848012000
41	1095	1092865661000
41	1	1135785836000
41	923	1143694780000
41	376	1215818947000
41	55	1248781788000
41	593	1378559301000
41	868	1390506278000
41	846	1398181208000
41	194	1400897029000
41	184	1421012676000
41	893	1437605113000
42	1162	1071586449000
42	1	1113983161000
42	866	1114445656000
42	920	1123951295000
42	910	1217310755000
42	195	1263749393000
43	1	1075362334000
43	156	1432565143000
43	1197	1448240820000
44	1	1024382895000
44	725	1202707396000
44	940	1442238239000
44	880	1450884433000
45	1	1024087519000
45	644	1363385969000
45	633	1407237467000
46	1	1009708086000
46	974	1076973929000
46	116	1108939814000
46	952	1270178403000
46	1373	1282834388000
46	925	1284421398000
46	1397	1323290576000
46	430	1358980059000
46	970	1362546987000
46	83	1364733145000
46	1298	1370716007000
46	552	1371922435000
46	902	1381863948000
46	194	1399087137000
46	1041	1411401787000
46	1049	1422245455000
46	156	1432563251000
46	493	1446815256000
46	354	1452018806000
46	756	1454307417000
46	824	1483549726000
46	731	1487514526000
46	901	1546385928172
46	370	1555976071343
46	455	1569575054794
46	365	1579395923295
46	319	1661815240024
47	1	1009706958000
47	629	1026849969000
47	1299	1155676850000
47	736	1260895428000
47	70	1268836814000
47	1116	1365506381000
47	1174	1369488530000
47	323	1370953762000
47	809	1380721959000
47	1017	1393298558000
47	1196	1393859314000
47	1035	1405872339000
47	142	1416252215000
47	1049	1422244916000
47	215	1426087543000
47	152	1427130909000
47	287	1430517059000
47	680	1437137409000
47	933	1437995370000
47	332	1438028845000
47	504	1438978128000
47	193	1442079707000
47	959	1451442118000
47	756	1454307085000
47	537	1460725258000
47	424	1472267549000
47	314	1490207687000
47	361	1556131186290
48	1432	1004127039000
48	1409	1004138139000
48	1415	1004224737000
48	1417	1004391500000
48	1	1009704944000
48	1251	1010890062000
48	629	1026848403000
48	825	1029678873000
48	974	1079045045000
48	784	1155775552000
48	376	1215819044000
48	959	1451441658000
48	1186	1488223036000
48	785	1515081709893
48	246	1579800915640
49	1221	1287491365000
49	789	1326547142000
49	1117	1331951574000
49	47	1345222916000
49	959	1348189027000
49	946	1353286796000
49	97	1356108390000
49	690	1380400449000
49	699	1394117690000
49	53	1418327039000
49	1031	1423077224000
49	840	1424914933000
49	264	1426380484000
49	152	1427130946000
49	403	1427656166000
49	681	1428453316000
49	215	1429562458000
49	550	1434403092000
49	54	1438106850000
49	1248	1439041588000
49	997	1443552822000
49	654	1443741651000
49	765	1450886200000
49	1181	1451949585000
49	1146	1453401926000
49	219	1454566201000
49	1253	1455680759000
49	507	1462901925000
49	111	1463344106000
49	408	1464021260000
49	757	1464196108000
49	221	1464708140000
49	600	1465687091000
49	50	1466896216000
49	178	1467084537000
49	424	1468354888000
49	530	1468787926000
49	1188	1469048618000
49	568	1469310650000
49	818	1473621213000
49	123	1473720828000
49	617	1480807653000
49	1149	1482601305000
49	619	1483160146000
49	821	1483372079000
49	597	1483381019000
49	57	1483483689000
49	592	1485199423000
49	836	1485945574000
49	899	1486038830000
49	193	1486432157000
49	314	1490207491000
49	841	1490811293000
49	594	1492461290000
49	396	1496175981000
49	503	1497123272937
49	1009	1499376712648
49	346	1521720185941
49	1005	1521852089134
49	512	1523841544847
49	277	1526833715841
49	1006	1528433096067
49	1237	1529950991368
49	1250	1534550771442
49	34	1539601676834
49	651	1553652776426
49	13	1556135262695
49	99	1557110879637
49	147	1558213956363
49	65	1559617411089
49	555	1560893223028
49	741	1561005742528
49	360	1561132278368
49	704	1561182680651
49	299	1565621169661
49	436	1569599170269
49	257	1569644948133
49	169	1571769621490
49	602	1574378642359
49	61	1576601873634
49	609	1576626263440
49	834	1577234416445
49	207	1577736775228
49	517	1581275072395
49	968	1585936464649
49	1022	1594957618697
49	188	1597709115186
49	312	1598791025096
49	419	1602697198801
49	426	1602775927561
49	276	1603293400863
49	1123	1604855752123
49	386	1605125827479
49	582	1609616411410
49	1085	1617213325907
49	263	1617422998399
49	281	1618512291965
49	1156	1622227857885
49	565	1624630232263
49	2	1637678159320
49	275	1640662136330
49	1124	1646182587329
49	9	1661711881512
49	90	1663866384220
49	254	1678209807166
50	320	1567737771135
50	208	1604690697882
50	253	1608421247686
50	1291	1613381293922
50	188	1617476442693
50	2	1626816068551
50	61	1653271163312
50	62	1654827643297
51	1109	1364365595000
51	1061	1459013704000
51	19	1464366339000
51	854	1465215450000
51	228	1470502580000
51	431	1510091561598
51	795	1519942333629
51	1277	1529771042371
51	253	1531268561677
51	394	1539314526701
51	562	1541121921294
51	353	1541327209143
51	592	1541547352091
51	406	1547568642345
51	549	1557789967701
51	924	1558729127817
51	1349	1559620773902
51	447	1562466363151
51	175	1564009256446
51	1335	1565457322824
51	656	1569596462468
51	889	1571319588214
51	141	1574830409808
51	225	1576725436165
51	1026	1577497234449
51	37	1578182011173
51	131	1581416840231
51	1173	1586439346959
51	1389	1586937867574
51	1391	1593022833786
51	236	1594317693654
51	434	1596594796643
51	2	1599755053400
51	426	1602776041118
51	676	1603932025985
51	458	1604167260230
51	427	1606169710532
51	34	1607353129848
51	660	1621632128843
51	186	1623342441031
51	1388	1626462405035
51	441	1637288510709
51	769	1639494772335
51	375	1652106061848
51	199	1661288819343
51	742	1665542689393
51	145	1674415916508
52	414	1470658906000
52	240	1474983525000
52	855	1482901673000
52	205	1515320978322
52	546	1526670609127
52	225	1576725354452
52	282	1576950542843
52	369	1604461148908
52	462	1615406198451
52	3	1639762051769
52	953	1647791670512
52	833	1650055202957
52	375	1652104752154
52	482	1652660169780
52	290	1670857831240
53	357	1437611359000
53	1060	1444279033000
53	584	1447378237000
53	550	1449810298000
53	56	1455219687000
53	126	1455681613000
53	767	1458824450000
53	240	1466782703000
53	1392	1488069310000
53	455	1569574117397
53	389	1591204880754
53	3	1600356527439
54	789	1400072193000
54	193	1404942942000
54	733	1407871201000
54	1275	1420740908000
54	184	1420995728000
54	899	1476304603000
54	501	1477400451000
54	959	1478177703000
54	353	1479156799000
54	595	1480435322000
54	31	1482101400000
54	627	1482764089000
54	855	1482901782000
54	821	1483371423000
54	57	1483483666000
54	138	1485203981000
54	1364	1485782275000
54	1254	1486993313000
54	1359	1489634439000
54	4	1489729763000
54	314	1490207236000
54	374	1490268370000
54	169	1490666537000
54	841	1490810474000
54	92	1491450706000
54	448	1492741479000
54	536	1492885799000
54	774	1495157221000
54	938	1495253533000
54	607	1496264565000
54	40	1496424506000
54	46	1497268464003
54	261	1498064355230
54	590	1500926712256
54	702	1501813592143
54	1411	1506790288066
54	233	1511376666834
54	294	1512075284148
54	1185	1512320712839
54	982	1514405907851
54	679	1515404748605
54	122	1515879638209
54	908	1516070906422
54	740	1518454830596
54	1404	1519245382673
54	1296	1519819300635
54	830	1522074985263
54	512	1523841305655
54	1333	1523999007507
54	485	1524943959322
54	386	1525356847740
54	694	1528645572654
54	762	1529216172222
54	1237	1529950972466
54	914	1530372072959
54	625	1531069628115
54	1316	1532098876620
54	842	1532880348673
54	584	1534378660808
54	1236	1537451057894
54	543	1545420774316
54	790	1545872233018
54	252	1546512724475
54	548	1546581684720
54	105	1549428271300
54	58	1549863066432
54	373	1550953729186
54	360	1567105223693
54	1297	1572389633167
54	10	1574748912002
54	173	1575753483705
54	1147	1577843180129
54	1100	1578929944265
54	26	1579246032046
54	582	1582132007191
54	260	1594827209726
54	281	1604355113816
54	1291	1613381731760
54	420	1613940235197
54	1085	1617213257670
54	186	1623343646338
54	263	1624075885370
54	1159	1631372137140
54	528	1642529896356
54	272	1667092205686
54	851	1674236465150
55	570	1314052856000
55	865	1361625111000
55	713	1374319556000
55	1246	1377735347000
55	1245	1381057933000
55	976	1381400388000
55	379	1383183700000
55	442	1411316344000
55	502	1415373650000
55	1230	1419901939000
55	1202	1420552368000
55	897	1421454189000
55	1294	1422913475000
55	1181	1441227885000
55	959	1441578487000
55	1223	1443472096000
55	997	1443552735000
55	858	1454685959000
55	898	1454774310000
55	1011	1460039259000
55	123	1462063401000
55	165	1462074149000
55	22	1464135601000
55	1375	1464751726000
55	178	1466328979000
55	675	1467250193000
55	569	1470658586000
55	844	1471969051000
55	1305	1473860151000
55	1063	1475154971000
55	1188	1475769606000
55	1046	1475944819000
55	31	1478986142000
55	501	1479650167000
55	228	1479678593000
55	443	1481349123000
55	1418	1481735627000
55	92	1482012418000
55	1149	1482601149000
55	57	1483483590000
55	202	1484175618000
55	4	1484364975000
55	836	1485945513000
55	362	1487517984000
55	1198	1487701292000
55	568	1489674070000
55	448	1492741436000
55	196	1497556516524
55	1292	1498671147988
55	992	1500549474622
55	543	1501089268900
55	782	1504130054131
55	574	1512003472458
55	495	1512142735135
55	359	1516398673954
55	556	1518172985650
55	681	1519912668119
55	1071	1522443755146
55	194	1526246438641
55	479	1531911868047
55	38	1532478842974
55	842	1532880128661
55	1250	1534550165111
55	533	1539783855103
55	1086	1556135365132
55	74	1557032206574
55	50	1558368643439
55	65	1559617326868
55	661	1562559917207
55	469	1566436900343
55	1204	1569135059120
55	268	1572031639840
55	1408	1576395349437
55	395	1580051299472
55	378	1580580886849
55	814	1590094560045
55	427	1606169753328
55	1419	1611525175682
55	15	1616897042343
55	32	1616970844705
55	1085	1617213414593
55	1098	1618735904206
55	23	1618833105175
55	778	1624562252136
55	61	1631119714771
55	256	1632045322375
55	528	1642530256266
55	62	1654826916058
55	685	1656466410127
55	51	1662489623966
55	360	1666994454752
56	70	1268836050000
56	1011	1293757873000
56	171	1311142780000
56	1264	1317732358000
56	32	1357502551000
56	869	1361553253000
56	412	1365817472000
56	955	1368145959000
56	837	1368714082000
56	1357	1374955872000
56	680	1385393586000
56	804	1389761584000
56	502	1406316598000
56	409	1415607453000
56	413	1420223677000
56	587	1422507576000
56	1031	1423077123000
56	293	1439313503000
56	56	1455220205000
56	1023	1456839761000
56	1276	1458824895000
56	648	1465262493000
56	600	1465687078000
56	546	1480545029000
56	4	1481855911000
56	172	1482183256000
56	456	1492465673000
56	39	1500598619943
56	961	1505467987966
56	843	1512430420127
56	1255	1515190601460
56	981	1518983326097
56	1257	1523286263862
56	229	1601152089811
56	59	1616637404948
56	62	1662016829392
57	4	1478536132000
57	448	1481485630000
57	46	1484315515000
57	573	1484436662000
57	679	1484920327000
57	934	1604953461953
58	1340	1358212372000
58	796	1378247761000
58	864	1380036119000
58	589	1421167509000
58	166	1438270276000
58	884	1476622894000
58	1072	1481890608000
58	1428	1485524489000
58	506	1516245191809
58	457	1523655921219
58	523	1545092667281
58	1136	1560411139498
58	743	1573677853717
58	1395	1613020395371
58	5	1618241554086
59	1264	1317732432000
59	529	1358430948000
59	5	1367539710000
59	984	1382995182000
59	867	1387585982000
59	396	1478474219000
59	362	1489246027000
59	482	1504465303101
59	1043	1525377417197
60	905	1210014944000
60	1346	1356627232000
60	1427	1356960358000
60	970	1362546855000
60	730	1379246808000
60	932	1410857706000
60	537	1460725332000
60	805	1500765530634
60	6	1520373688522
60	1153	1587131933712
60	115	1627822378687
61	1111	1367770871000
61	897	1449187939000
61	959	1451441632000
61	757	1456419913000
61	728	1456776148000
61	111	1463344231000
61	732	1463867423000
61	569	1470658551000
61	285	1490120651000
61	580	1490376416000
61	40	1496424474000
61	895	1496721853000
61	670	1503622194389
61	1029	1507576917705
61	937	1509040722057
61	1208	1512704947898
61	118	1514507225779
61	722	1515437453746
61	1296	1519819488301
61	6	1520373391934
61	1071	1522443785235
61	533	1534353579632
61	1250	1534549797370
61	133	1538526659261
61	562	1541121328027
61	1212	1545330490348
61	912	1559867993055
61	513	1569297819279
61	1073	1573281509829
61	517	1581274438116
61	1184	1583911534658
61	990	1606882273448
62	993	1490314725000
62	7	1496189140000
62	256	1623213991195
63	7	1496188988000
63	676	1604619375342
63	438	1622758270609
64	211	1292459498000
64	642	1329995469000
64	958	1337621697000
64	1400	1343873471000
64	1328	1347766963000
64	946	1353286914000
64	540	1369230982000
64	1351	1372314792000
64	1143	1384711889000
64	755	1393283516000
64	237	1410181239000
64	586	1415201555000
64	652	1419181495000
64	913	1420507654000
64	1224	1439878128000
64	465	1442460481000
64	8	1473888759000
64	1015	1474666402000
64	1239	1476939577000
64	435	1481051673000
64	328	1486668069000
64	362	1489246245000
64	387	1492884309000
64	782	1504130028411
64	500	1507844377964
64	1404	1519244862128
64	1322	1527659475907
64	477	1529932420331
64	542	1530210737418
64	1394	1530569713503
64	451	1532652223513
64	1166	1533250316000
64	1048	1533556390206
64	316	1538501227347
64	520	1543729849855
64	581	1554774091210
64	341	1558387731141
64	1183	1561225832596
64	819	1564256875479
64	677	1564944312463
64	122	1565103153866
64	89	1568017993202
64	1302	1569772833289
64	526	1570682162340
64	148	1570798003848
64	620	1575369131521
64	727	1580598179299
64	170	1593831240139
64	335	1612386694812
64	368	1651938340685
65	971	1271057357000
65	211	1292210053000
65	488	1345704927000
65	630	1382742721000
65	334	1412296014000
65	1351	1412534237000
65	978	1414133028000
65	451	1419912692000
65	1122	1423859114000
65	1028	1430609970000
65	490	1447440298000
65	8	1473888635000
65	597	1482157262000
65	1201	1510335182551
65	1423	1538662445891
65	1318	1553984017664
65	1239	1557899178727
65	903	1565151127417
65	618	1574217829240
65	1389	1586938071229
65	1338	1657121548049
66	269	1471132279000
66	112	1473790006000
66	614	1474040897000
66	1434	1503721362795
66	1239	1504573812920
66	1168	1539047981946
66	1077	1614462940101
66	96	1620930672327
66	9	1623683288511
66	758	1624071635960
66	275	1630896409369
66	1144	1650999145028
66	87	1676572587125
67	671	1317730529000
67	257	1353774617000
67	558	1356272620000
67	1238	1357354060000
67	94	1358666554000
67	949	1360343619000
67	1357	1374956967000
67	809	1380721694000
67	54	1397516594000
67	344	1404924940000
67	688	1405086264000
67	1209	1415702811000
67	902	1422281764000
