original	item_id
B06XXNJN7Z	420
B0032KHQSY	421
B000225WAY	422
B00009MQ5Q	423
B00006L0D8	424
B002PXVYMS	425
B00005R8BH	426
B002BFZ9OO	427
B002WWMCAA	428
B00005N7VP	429
B00005N7VQ	430
B00006KDW3	431
B001TP73V4	432
B001U5SPI8	433
B0001IOZWK	434
B005DNCU20	435
B000K0YFRY	436
B00005N7SU	437
B002PXVZ86	438
B00005N7R7	439
B000K0YFU6	440
B00005N7SV	441
B00005Q7E7	442
B06XWGBLLF	443
B002PXVZ3Q	444
B002CT5188	445
B000BI1OQA	446
B00007B1HU	447
B00006KH16	448
B00006KHB8	449
B07DRWHT3P	450
B00006KSP0	451
B00005NIOD	452
B00005N7O0	453
B000G1R2G8	454
B00007L0ES	455
B00F418D6I	456
B0029XHGS0	457
B000LXHJEQ	458
B00005N7UY	459
